id,ranking,company_name,city,country,current_employees,last_employees,employee_growth,founded,total_funding,Industry,Points,valuation,Industry_Group,description
1012433,139,Phantom Technologies LTD,Petah-Tikva,Israel,24,19,25.0,1966.0,268000000.0,Fintech,1137,3000000000.0,Financial,"Counter Anti Drones & Jamming Solutions. Electronica Warefare, realife war escenario.
In short, this company was founded in 1966 in Israel. It has grown by 25% and currently has 24 employees. This company has raised $268,000,000 so far. It also focuses on the Financial industry, specializing in Fintech."
175758,140,Braintrust,San Francisco,United States,454,363,25.28,2018.0,47900000.0,Fintech,1130,150000000.0,Financial,"Reduce costs, eliminate bias, and identify top talent quickly
In short, this company was founded in 2018 in United States. It has grown by 25% and currently has 454 employees. This company has raised $47,900,000 so far. It also focuses on the Financial industry, specializing in Fintech."
312856,141,Rio All-Suite Hotel and Casino Las Vegas,Las Vegas,United States,389,333,17.09,1990.0,1700000000.0,Casinos,1129,,Travel,"Rio Hotel & Casino, part of the Destination by Hyatt brand, is a vibrant oasis just one block off the famed Las Vegas Strip on Flamingo Road. Boasting newly renovated 580 square-foot guest rooms, a new 3-acre pool paradise, an energetic 150,000 square-foot casino, unique food & beverage offerings, and a massive convention and meeting complex, Rio delivers the complete Las Vegas experience to our guests.
In short, this company was founded in 1990 in United States. It has grown by 17% and currently has 389 employees. This company has raised $1,700,000,000 so far. It also focuses on the Travel industry, specializing in Casinos."
897931,142,Hume AI,New York,United States,59,43,37.5,2021.0,66900000.00000001,AI,1118,219000000.0,Artificial Intelligence,"Empathic AI research lab building multimodal AI with emotional intelligence.
In short, this company was founded in 2021 in United States. It has grown by 37% and currently has 59 employees. This company has raised $66,900,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
13076,143,SpecterOps,McLean,United States,227,146,56.2,2017.0,133000000.0,IT Security,1106,,IT,"Stop identity attacks before they happen. SpecterOps provides Identity Attack Path Management from an attacker's perspective. Creators of BloodHound.
In short, this company was founded in 2017 in United States. It has grown by 56% and currently has 227 employees. This company has raised $133,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
175085,144,Lendbuzz,Boston,United States,456,377,21.01,2015.0,1660000000.0,Fintech,1106,1100000000.0,Financial,"Financing Your New Vehicle. Lendbuzz expands access to credit with a simple and fast auto loan process that looks at you â not just your credit score. Learn More
In short, this company was founded in 2015 in United States. It has grown by 21% and currently has 456 employees. This company has raised $1,660,000,000 so far. It also focuses on the Financial industry, specializing in Fintech."
6848,145,BigID,New York,United States,768,629,22.15,2016.0,258000000.0,IT Security,1097,1000000000.0,IT,"Security. Privacy. Compliance. AI Data Management. One platform built for the enterprise - and built to scale. Get Started
In short, this company was founded in 2016 in United States. It has grown by 22% and currently has 768 employees. This company has raised $258,000,000 so far. It also focuses on the IT industry, specializing in IT Security."
886812,146,Stonepeak,New York,United States,340,280,21.18,2011.0,185000000.0,Investments,1077,,Invest,"We invest in the infrastructure that powers homes, secures jobs and underpins our daily lives.
In short, this company was founded in 2011 in United States. It has grown by 21% and currently has 340 employees. This company has raised $185,000,000 so far. It also focuses on the Invest industry, specializing in Investments."
321351,147,Mainspring Energy,Menlo Park,United States,584,472,23.7,2011.0,804000000.0,Environmental,1074,,Sustainability,"Any fuel, any scale, anytime – Discover how Mainspring Linear Generators deliver local power to meet customers' capacity, resilience, and cost needs.
In short, this company was founded in 2011 in United States. It has grown by 23% and currently has 584 employees. This company has raised $804,000,000 so far. It also focuses on the Sustainability industry, specializing in Environmental."
87735,148,Guesty,Hillsborough,United States,783,683,14.77,2013.0,409000000.0,Real Estate Tech,1072,900000000.0,Real Estate,"Simplify operations, eliminate busywork, and grow revenue. All from one powerful platform. Loading...
In short, this company was founded in 2013 in United States. It has grown by 14% and currently has 783 employees. This company has raised $409,000,000 so far. It also focuses on the Real Estate industry, specializing in Real Estate Tech."
390647,149,Net Zero Power Infrastructure,London,United Kingdom,87,62,39.58,2015.0,,Fintech,1058,,Financial,"Quinbrook Infrastructure Partners is a specialist, value-add investment manager focused exclusively on renewable energy infrastructure in the US, UK and Australia.
In short, this company was founded in 2015 in United Kingdom. It has grown by 39% and currently has 87 employees. It also focuses on the Financial industry, specializing in Fintech."
319723,150,DevRev,Palo Alto,United States,804,536,50.15,2020.0,186000000.0,AI,1043,1150000000.0,Artificial Intelligence,"Boost collaboration and efficiency with DevRev's cloud-based platform for customer support and software development. Native collaboration, analytics, and AI.
In short, this company was founded in 2020 in United States. It has grown by 50% and currently has 804 employees. This company has raised $186,000,000 so far. It also focuses on the Artificial Intelligence industry, specializing in AI."
9485,151,EVgo,Los Angeles,United States,460,407,12.82,2010.0,,Automotive,1040,590449000.0,Transportation,"EVgo (Nasdaq: EVGO) is one of the nation’s leading public fast charging providers. With more than 1,100 fast charging stations across 40 states, EVgo strategically deploys localized and accessible charging infrastructure by partnering with leading businesses across the U.S., including retailers, grocery stores, restaurants, shopping centers, gas stations, rideshare operators, and autonomous vehicle companies. At its dedicated Innovation Lab, EVgo performs extensive interoperability testing and has ongoing technical collaborations with leading automakers and industry partners to advance the EV charging industry and deliver a seamless charging experience.
In short, this company was founded in 2010 in United States. It has grown by 12% and currently has 460 employees. It also focuses on the Transportation industry, specializing in Automotive."
990488,152,K2 Space Corporation,Los Angeles,United States,129,52,148.78,2022.0,176000000.0,Defense,1038,,Goverment,"K2 Space maximizes the amount of power, mass and volume that can be deployed with today's launch vehicles
In short, this company was founded in 2022 in United States. It has grown by 148% and currently has 129 employees. This company has raised $176,000,000 so far. It also focuses on the Goverment industry, specializing in Defense."
1020361,153,Castelion,El Segundo,United States,136,55,145.45,2022.0,114000000.0,Defense,1036,,Goverment,"Castelion designs, tests, and manufactures next-generation military systems rapidly and at massive scale to deter future wars.
In short, this company was founded in 2022 in United States. It has grown by 145% and currently has 136 employees. This company has raised $114,000,000 so far. It also focuses on the Goverment industry, specializing in Defense."
890426,154,Pennylane,Paris,France,741,551,34.51,2020.0,155000000.0,Accounting,1031,1077815000.0,Financial,"Pennylane est la plateforme tout-en-un de gestion financière et comptabilité des dirigeants d'entreprise et de leurs experts-comptables
In short, this company was founded in 2020 in France. It has grown by 34% and currently has 741 employees. This company has raised $155,000,000 so far. It also focuses on the Financial industry, specializing in Accounting."
236286,155,Zekelman Industries,Chicago,United States,888,823,7.86,2011.0,2180000000.0,Materials,1030,,Manufacturing,"At Zekelman Industries, we trace our legacy of delivering successful solutions back to 1877. Decade after decade, we’ve remained committed to our customers and end users. That’s how we’ve grown to become the largest independent steel pipe and tube manufacturer in North America.

Through our subsidiaries (Atlas Tube, Picoma, Sharon Tube, Wheatland Tube, Western Tube, Hayes Modular Group and Z Modular), Zekelman is now the most trusted and comprehensive resource for structural and application-specific products in the industry. With a thorough understanding of our customers’ businesses and markets, we help MAKE IT eZ to manage inventory, reduce supply-chain costs and build a better future on a foundation of domestic manufacturing.
In short, this company was founded in 2011 in United States. It has grown by 7% and currently has 888 employees. This company has raised $2,180,000,000 so far. It also focuses on the Manufacturing industry, specializing in Materials."
330002,156,REGENT Craft,Burlington,United States,293,219,33.54,2011.0,145000000.0,Maritime,1017,,Transportation,"REGENT's mission is to drastically reduce the cost and headache of regional transportation between coastal cities. We create Seaglider vessels, wing-in-ground-effect craft that fly just above the water's surface and couple the high speed of airplanes with the convenience of boats, all at the low cost of an all-electric system. The 12-passenger Viceroy Seaglider model will service routes up to 180 miles at 180 mph with existing battery technology, and routes up to 400 miles with next-gen batteries, all via existing dock infrastructure. Backed by the same investors who support SpaceX, Anduril, and Archer Aviation, our team of passionate, forward-thinking builders combines the best of aerospace and maritime expertise to turn zero-emission, high-speed coastal travel intro reality.
In short, this company was founded in 2011 in United States. It has grown by 33% and currently has 293 employees. This company has raised $145,000,000 so far. It also focuses on the Transportation industry, specializing in Maritime."
1014748,157,Base Power Company,Austin,United States,160,40,296.15,2023.0,276000000.0,Energy,1009,,Energy,"Below-market electricity rates and home battery backup from Texas' modern energy provider. Reliable power made affordable.
In short, this company was founded in 2023 in United States. It has grown by 296% and currently has 160 employees. This company has raised $276,000,000 so far. It also focuses on the Energy industry, specializing in Energy."
1019182,158,SureX Life,Mogale City,South Africa,157,20,673.33,2011.0,,Insurance,1008,,Financial,"Surex, Client centric life insurance simplified and tailored for your every need to protect yourself and your family to create a bright future.
In short, this company was founded in 2011 in South Africa. It has grown by 673% and currently has 157 employees. It also focuses on the Financial industry, specializing in Insurance."
13058,159,Greenbrook TMS NeuroHealth Centers,McLean,United States,415,410,1.16,2010.0,86200000.0,Healthcare,1006,,Health Care,"At Greenbrook, we specialize in TMS therapy and Spravato for depression. Antidepressants and talk therapy aren't your only option. We can be your next step.
In short, this company was founded in 2010 in United States. It has grown by 1% and currently has 415 employees. This company has raised $86,200,000 so far. It also focuses on the Health Care industry, specializing in Healthcare."
11050,160,Kong,San Francisco,United States,974,716,36.11,2017.0,364000000.0,DevOps,1002,2000000000.0,Software,"Powering the API World. No AI without APIs.

Kong enables any company to become an API-first company. Kong’s unified cloud native API platform is easy to use and works in any environment — unleashing developer productivity, automating security, and boosting performance of APIs and microservices at scale.
In short, this company was founded in 2017 in United States. It has grown by 36% and currently has 974 employees. This company has raised $364,000,000 so far. It also focuses on the Software industry, specializing in DevOps."
156447,161,Hoppy Brewing Company,Sacramento,United States,193,25,674.07,2011.0,,Marketing,990,,Sales,"On Hoppy, it only takes ONE video to find a real connection.

87% of users who post just one video get real, genuine matches 🫶

If a picture is worth a thousand words, then a video is worth a million!
Say goodbye to ghosting + catfishing
Say hiiii to real ppl, real convos, and real vibes

Hop on, make ONE video, and let Hoppy do the rest.
In short, this company was founded in 2011 in United States. It has grown by 674% and currently has 193 employees. It also focuses on the Sales industry, specializing in Marketing."
938565,162,Highbrow Technology,Cary,United States,193,25,669.23,2011.0,,Tech Services,990,,Software,"Highbrow Technology Inc. delivers cutting-edge solutions to drive your business forward in the digital age.
In short, this company was founded in 2011 in United States. It has grown by 669% and currently has 193 employees. It also focuses on the Software industry, specializing in Tech Services."
971489,163,Gensol Electric Vehicles,Pune,India,435,216,100.63,2022.0,,Automotive,988,,Transportation,"Established in 2012, Gensol Engineering Limited, the flagship company within the Gensol Group, specialises in engineering, procurement, and construction (EPC) services, focusing on the solar power sector. Boasting a robust team of over 240 professionals, Gensol has demonstrated expertise in executing turnkey projects globally, having installed both ground-mounted and rooftop solar installations totaling more than 700 MW. Venturing beyond solar, Gensol has established a state-of-the-art electric vehicle (EV) production facility in Pune, India, dedicated to crafting electric three-wheelers and four-wheelers. Gensol EV have received approval from the Automotive Research Association of India (ARAI). In pursuit of revolutionising India's EV landscape, Gensol not only manufactures but also provides comprehensive EV leasing solutions, catering to a diverse clientele that includes PSUs, educational institutions, government entities, multinational corporations, ride-hailing services, employee transport companies, rental services, logistics, and last-mile delivery enterprises. Recently, Gensol acquired Scorpius Trackers, an innovative and world-class bankable solar tracking technology company primarily engaged in the design, development, marketing, and servicing of single-axis trackers for solar power generation, to enhance its offerings in the renewable energy sector.
In short, this company was founded in 2022 in India. It has grown by 100% and currently has 435 employees. It also focuses on the Transportation industry, specializing in Automotive."
381916,164,esVolta,Aliso Viejo,United States,125,99,25.68,2017.0,185000000.0,Utilities,985,,Real Estate,"Focused on sustainability and innovation, esVolta develops, owns, and operates reliable utility-scale energy storage assets across the entire lifecycle - delivering value for utilities, energy users, and investors.
In short, this company was founded in 2017 in United States. It has grown by 25% and currently has 125 employees. This company has raised $185,000,000 so far. It also focuses on the Real Estate industry, specializing in Utilities."
384419,165,Hydrostor,Toronto,Canada,160,115,38.55,2010.0,,Energy/Oil,983,,Sustainability,"Hydrostor’s long duration energy storage technology is accelerating the integration of renewable power for a cleaner, more resilient energy future.
In short, this company was founded in 2010 in Canada. It has grown by 38% and currently has 160 employees. It also focuses on the Sustainability industry, specializing in Energy/Oil."
315890,166,Intersect Power,Beaverton,United States,344,278,23.79,2016.0,3270000000.0,Environmental,983,,Sustainability,"We are a clean energy company bringing innovative, scalable, and American-made, low-carbon solutions to its customers in global energy markets.
In short, this company was founded in 2016 in United States. It has grown by 23% and currently has 344 employees. This company has raised $3,270,000,000 so far. It also focuses on the Sustainability industry, specializing in Environmental."
480572,167,Cadbury Schweppes Bottling Group,Plano,United States,209,127,64.21,2006.0,,Food,980,,Food,"Cadbury Schweppes Bottling Group (formerly Dr Pepper/Seven Up Bottling Group) and is the third largest bottling company in the United States after Pepsi Beverages Company and Coca-Cola Enterprises. The company is a wholly owned subsidiary of Cadbury Schweppes.
In short, this company was founded in 2006 in United States. It has grown by 64% and currently has 209 employees. It also focuses on the Food industry, specializing in Food."
743002,168,FTAI Aviation,New York,United States,290,99,192.19,2014.0,,Aviation,980,,Transportation,"FTAI Aviation Ltd. (NASDAQ: FTAI) is a leading integrated full-service provider of aftermarket power and maintenance for the most widely-used commercial jet engines.

It owns and maintains commercial jet engines with a focus on CFM56 and V2500 engines. FTAI's proprietary portfolio of products including the Module Factory and a JV to manufacture engine PMA, enables cost savings and flexibility to its airline, lessor, and MRO customer base. Additionally, the company owns and leases jet aircraft which frequently facilitates acquisitions of engines at attractive prices. FTAI Aviation focuses on aviation leasing assets and aerospace products that generate strong and stable cash flows with the potential for earnings growth and asset appreciation.
In short, this company was founded in 2014 in United States. It has grown by 192% and currently has 290 employees. It also focuses on the Transportation industry, specializing in Aviation."
706336,169,Second City Works,Chicago,United States,757,80,840.79,1986.0,,Training,964,,Education,"Second City Works is the professional services arm of the Second City comedy theater. We use the methods pioneered on our stages to create events, content, and professional development programs that inspire people to perform better.
In short, this company was founded in 1986 in United States. It has grown by 840% and currently has 757 employees. It also focuses on the Education industry, specializing in Training."
1022489,170,UnifyApps,Haryana,India,209,39,435.14,2011.0,33400000.0,SaaS,961,,Software,"Transform into an AI-first enterprise, with speed and accuracy.
In short, this company was founded in 2011 in India. It has grown by 435% and currently has 209 employees. This company has raised $33,400,000 so far. It also focuses on the Software industry, specializing in SaaS."
988898,171,Tennr,New York,United States,135,43,213.95,2021.0,58000000.0,Hospital/Healthcare,957,605000000.0,Health Care,"Ensure payor-ready documentation, boost conversions, and cut denials. Tennr takes you from fax to first visit, faster. Learn More
In short, this company was founded in 2021 in United States. It has grown by 213% and currently has 135 employees. This company has raised $58,000,000 so far. It also focuses on the Health Care industry, specializing in Hospital/Healthcare."
140164,172,Iteris,Santa Ana,United States,653,646,0.96,2004.0,6500000.0,SaaS,953,,Software,"The World’s Trusted Technology Ecosystem for Smart Mobility Infrastructure Management | Iteris, Inc.
In short, this company was founded in 2004 in United States. It has grown by 0% and currently has 653 employees. This company has raised $6,500,000 so far. It also focuses on the Software industry, specializing in SaaS."
59998,173,DataBank,Dallas,United States,858,786,9.12,2005.0,5580000000.0,Tech Services,947,,Software,"DataBank gives enterprises, technology developers, ​and content providers the confidence of knowing their applications and data are always secure, always in compliance, and always available. Get a Quote Schedule a Tour
In short, this company was founded in 2005 in United States. It has grown by 9% and currently has 858 employees. This company has raised $5,580,000,000 so far. It also focuses on the Software industry, specializing in Tech Services."
975101,174,Abroad Jobs,MUMBAI,India,133,18,637.5,2011.0,,HR,942,,Administrative Services,"Assignment Abroad Times . Find Fresh Gulf Jobs Vacancies From Top Consultancies.CV Selection & Online Interviews.
In short, this company was founded in 2011 in India. It has grown by 637% and currently has 133 employees. It also focuses on the Administrative Services industry, specializing in HR."
472,175,Hotel Engine,Denver,United States,637,603,5.54,2013.0,81000000.0,Hospitality,942,2100000000.0,Travel,"Business travel, simplified. Access 750,000+ hotels at exclusive rates (average 26% savings) with no agent-assist fees or contracts. Sign up for our hotel Engine today!
In short, this company was founded in 2013 in United States. It has grown by 5% and currently has 637 employees. This company has raised $81,000,000 so far. It also focuses on the Travel industry, specializing in Hospitality."
88593,176,STACK INFRASTRUCTURE,Denver,United States,928,689,34.76,2019.0,10100000000.0,Tech Services,941,,Software,"STACK is your trusted digital infrastructure partner, delivering powered land and scalable AI/ML and cloud density solutions to tackle the largest challenges in an increasingly complex landscape. Our client-first approach and heightened focus on delivery empowers the world’s most innovative companies to scale efficiently and sustainably around the globe.
In short, this company was founded in 2019 in United States. It has grown by 34% and currently has 928 employees. This company has raised $10,100,000,000 so far. It also focuses on the Software industry, specializing in Tech Services."
913750,177,Interactive Data,Charleston,United States,356,46,679.55,2011.0,,Tech Services,935,,Software,"Interactive Data Inc. is your premier source for innovative data systems in the 21st century. With over 28 years of experience in delivering data systems on time and on budget, we are your obvious choice for current and future software needs.
In short, this company was founded in 2011 in United States. It has grown by 679% and currently has 356 employees. It also focuses on the Software industry, specializing in Tech Services."
11795,178,WORK Personnel Services,San Francisco,United States,101,96,5.49,2015.0,,HR,935,,Administrative Services,"AtWork is a professional staffing agency providing temporary, temp-to-hire and direct hire services. Contact us to find or fill jobs.
In short, this company was founded in 2015 in United States. It has grown by 5% and currently has 101 employees. It also focuses on the Administrative Services industry, specializing in HR."
471464,179,Electra.aero,Falls Church,United States,96,60,60.0,2020.0,235000000.0,Aviation,925,,Transportation,"Electra is a new aerospace company developing and manufacturing hybrid-electric aircraft to advance urban and regional mobility. Our mission is to decarbonize aviation with clean, quiet, environmentally friendly airplanes that can operate without conventional runways and we are backed by some of the biggest players in aerospace. Our world-class team of engineers isn’t afraid to disrupt the status quo and we plan to change the world with modern ideas that challenge conventional thinking. Electra is headquartered in Northern Virginia with operations in Cambridge, MA, and Switzerland and growing quickly.
In short, this company was founded in 2020 in United States. It has grown by 60% and currently has 96 employees. This company has raised $235,000,000 so far. It also focuses on the Transportation industry, specializing in Aviation."
372192,180,Riverlane,Cambridge,United Kingdom,960,885,8.13,2017.0,127000000.0,Saas,919,400000000.0,Software,"Riverlane’s mission is to make quantum computing useful sooner. To achieve this, Riverlane is building the Quantum Error Correction Stack to comprehensively correct the millions of data errors that prevent today’s quantum computers from achieving useful scale.
In short, this company was founded in 2017 in United Kingdom. It has grown by 8% and currently has 960 employees. This company has raised $127,000,000 so far. It also focuses on the Software industry, specializing in Saas."
128058,181,Astra Security,Paris,France,102,76,34.29,2013.0,2850000.0,IT Security,915,,IT,"Astra Security is a cybersecurity SaaS company headquartered in the U.S. and India.

Astra is the trusted security partner for leading brand including Muthoot Finance, Loom, CompTIA, NIIT, Goldcast, HackerRank, Sprinto, ITC & more. Its one-of-a-kind continuous pentest platform is trusted by 1,000+ companies across 70+ countries, from fast-growing startups to Fortune 100 giants.

Powered by AI, the platform emulates real-world hacker behavior to continuously pentest applications and infrastructure at scale. With over 6,000 vulnerabilities detected daily, Astra helps customers prevent millions in potential losses while saving thousands of developer hours. The AI-powered engine emulates hacker behavior to continuously pentest a customer’s applications & infrastructure at scale.

Astra is CREST-accredited, CERT-IN empaneled, and a PCI ASV, reflecting its commitment to the highest standards of security testing.

Over the years, Astra has earned recognition as one of the Most Innovative Security Companies by Prime Minister Narendra Modi at the Global Conference on Cyber Security (2017), one of the Top 50 Emerging Cybersecurity Startups at NASSCOM's Emerge 50, and a recipient of the French Tech Ticket, awarded by the President of France. In 2021, Astra was also named to the CyberTech100 list.
In short, this company was founded in 2013 in France. It has grown by 34% and currently has 102 employees. This company has raised $2,850,000 so far. It also focuses on the IT industry, specializing in IT Security."
17254,182,Opus Talent Solutions,Bristol,United Kingdom,639,75,747.3,2008.0,,Recruiting,912,,Services,"Connecting exceptional talent to power the future A global talent provider specialising in technology and renewable energy recruitment, we provide the skills needed most into the markets at the forefront of change. Discover how Connecting exceptional talent to power the future A global talent provider specialising in the technology and clean
In short, this company was founded in 2008 in United Kingdom. It has grown by 747% and currently has 639 employees. It also focuses on the Services industry, specializing in Recruiting."
970560,183,Women Automotive Network,London,United Kingdom,165,23,615.79,2011.0,,Nonprofit,911,,Other,"The Women Automotive Network, founded in 2019, is the first international platform dedicated to supporting and empowering women in the automotive industry. Our mission is to be the driving force behind the development of strong leaders, the facilitation of change, and the promotion of diverse leadership within the indu
In short, this company was founded in 2011 in United Kingdom. It has grown by 615% and currently has 165 employees. It also focuses on the Other industry, specializing in Nonprofit."
459064,184,Valley Home Care,Scranton,United States,129,18,630.77,2011.0,,Hospital/Healthcare,910,,Health Care,"Quality Home Care for Greater Scranton and the Surrounding Counties.
In short, this company was founded in 2011 in United States. It has grown by 630% and currently has 129 employees. It also focuses on the Health Care industry, specializing in Hospital/Healthcare."
1028022,185,ACME Solar,Haryana,India,170,34,400.0,2011.0,,Energy,906,,Energy,"Beginning FY26 with focused growth, enhanced performance, and steady strides towards green energy leadership Beginning FY26 with focused growth, enhanced performance, and steady strides towards green energy leadership Know more
In short, this company was founded in 2011 in India. It has grown by 400% and currently has 170 employees. It also focuses on the Energy industry, specializing in Energy."
221469,186,Capstone,New York,United States,468,426,9.94,2011.0,,Finance,906,,Financial,"We are a forward-thinking global asset manager, dedicated to exploring alpha opportunities in derivatives and complementary strategies that persist across market cycles. Together with our investors we explore the overlooked to innovate new strategies and solutions in pursuit of differentiated returns and outcomes. A New Universe of Opportunity
In short, this company was founded in 2011 in United States. It has grown by 9% and currently has 468 employees. It also focuses on the Financial industry, specializing in Finance."
860649,187,Yum! Kitchen and Bakery,Minneapolis,United States,295,40,636.67,2011.0,,Food,903,,Food,"We're a Bakery and Kitchen with locations in Minnetonka, St. Louis Park, and St. Paul serving made-from-scratch seasonal food.
In short, this company was founded in 2011 in United States. It has grown by 636% and currently has 295 employees. It also focuses on the Food industry, specializing in Food."
1014157,188,English Language and Literature,Provo,United States,413,53,677.78,2018.0,,E-Learning Providers,903,,Education,"English Language and Literature is an e-learning platform that helps non-native speakers achieve fluency in English. Though we primarily serve individuals across Europe, our reach extends globally. We offer personalized courses, native-level instructors, and a focus on real-world communication to help learners overcome language barriers and seize new opportunities.
In short, this company was founded in 2018 in United States. It has grown by 677% and currently has 413 employees. It also focuses on the Education industry, specializing in E-Learning Providers."
714322,189,Tacom Limited,Columbus,United States,121,17,628.57,2009.0,,Consumer,903,,Consumer Goods,"TACOM Limited is a business development and investment company. We originate, develop and market only unique product and service solutions with distinct competitive advantages. We sell into multiple distribution channels and industries with best in class operating partners to maximize success. All Parties in each project are woven together to form a cohesive and capable winning team.

Industries served include HVAC, Air Filtration and Purification, Medical Products and Services, Hotel and Hospitality Products, and Consumer Products including craft supplies, health and wellness, and home decor.
In short, this company was founded in 2009 in United States. It has grown by 628% and currently has 121 employees. It also focuses on the Consumer Goods industry, specializing in Consumer."
1028903,190,Plata Card,Mexico City,Mexico,934,746,25.25,2022.0,415000000.0,Finance,897,1500000000.0,Financial,"Al solicitarla antes del 22 de agosto. Límite de crédito de hasta $200,000 T&C
In short, this company was founded in 2022 in Mexico. It has grown by 25% and currently has 934 employees. This company has raised $415,000,000 so far. It also focuses on the Financial industry, specializing in Finance."
980009,191,Signia by Hilton Atlanta,Atlanta,United States,191,27,606.25,2024.0,,Hospitality,896,,Travel,"Welcome to Signia by Hilton Atlanta, where luxury meets Southern hospitality. Set within North America’s largest combined convention, sports, and entertainment campus, we offer more than 100,000 sq. ft. of flexible meeting and event space.

We offer a playground of possibilities. Picture four floors of meeting spaces spanning an impressive 100,000 sq. ft., including Georgia's crown jewel - Triumph Ballroom, the largest hotel ballroom in the state, a grand setting that will inspire and impress your guests. It's not just a venue; it's a stage for your grandest visions, where conferences transform into unforgettable journeys and weddings become legendary tales.

Embark on a culinary odyssey through our eight distinct dining destinations, each offering a unique and tantalizing experience. Savor the soul of Italy at Capolinea, our Italian-American fine dining restaurant with handmade pasta and an immersive tableside martini service. Grab lunch at Nest on Four, our elevated concept for a sports bar, or a drink at Lobby Bar with its curated cocktail program. 

As morning light filters through the windows, the rich aroma of La Colombe Coffee fills the air in Friendship Market, expertly brewed by our skilled baristas. Fresh pastries await handcrafted by our in-house team. In-room dining, breakfast buffets, and much more await your stay. 

For those seeking the extraordinary, Club Signia beckons. This exclusive lounge elevates your stay from memorable to legendary. Your personal Club Signia Team stands ready to craft bespoke experiences, granting you access to a private sanctuary where work becomes inspiration, and dining transforms into artistry.

Welcome to Atlanta—a city that doesn't just please the senses; it electrifies them. A place where every meal is a memory in the making and every drink is a toast to life's finest moments.
In short, this company was founded in 2024 in United States. It has grown by 606% and currently has 191 employees. It also focuses on the Travel industry, specializing in Hospitality."
838089,192,Ocean Sports Hawaii,Honolulu,United States,342,46,643.24,2011.0,,Hospitality,893,,Travel,"Facebook Google Tripadvisor Yelp Every Day’s an Adventure with Ocean Sports! Award-winning Catamaran Cruises, Glass Bottom Boat Cruises and Beach Activities. 5-Star Service with Aloha. Reserve your Adventure Today! ALL CRUISES & RENTALS Hawaii Snorkeling, Whale Watching & Boat Cruises Hawaii Boat Cruises​ For the best boat tours in Hawaii, choose Ocean Sports! Our fleet […]
In short, this company was founded in 2011 in United States. It has grown by 643% and currently has 342 employees. It also focuses on the Travel industry, specializing in Hospitality."
480864,193,VinFast US,Playa Vista,United States,243,218,10.84,2011.0,,Automotive,887,,Transportation,"Since its inception in 2017, VinFast has emerged not just as an automaker but as a visionary in the realm of intelligent mobility. Our mission is clear: to make electric vehicles smarter and more accessible, propelling people worldwide toward a sustainable future.

Our journey extends beyond the creation of vehicles; it encompasses the crafting of intelligent mobility solutions. We are steadfast in our belief that more people should have the opportunity to embrace electric vehicles, contributing to a greener, more vibrant planet. To underscore our commitment, VinFast has proudly joined The Climate Pledge, reinforcing our dedication to achieving net-zero carbon emissions by 2040.

At the heart of our electric SUV portfolio, available in North America, Europe, Asia, and extensively in Vietnam, lies a commitment to premium quality products that remain accessible through inclusive and flexible pricing. Exceptional after-sales service is our priority, enabling a seamless experience for our valued customers.

Rooted in sustainability, VinFast is committed to sculpting a future where smart mobility and environmental responsibility coalesce into a world of opportunities.

Join Us on the Road to Smart, Sustainable Mobility.
In short, this company was founded in 2011 in United States. It has grown by 10% and currently has 243 employees. It also focuses on the Transportation industry, specializing in Automotive."
854561,194,Business Intelligence Group (UIUC),Champaign,United States,283,39,638.71,2015.0,,Education,887,,Education,"The School of Information Sciences at Illinois is an international leader in graduate education, with top-tier faculty, research, and academic programs. The iSchool advances a human-centered, interdisciplinary approach to the design and management of information systems and services.
In short, this company was founded in 2015 in United States. It has grown by 638% and currently has 283 employees. It also focuses on the Education industry, specializing in Education."
1012712,195,Airia - Enterprise AI Simplified,Miami,United States,133,19,588.24,2023.0,,SaaS,886,,Software,"Accelerate AI adoption and streamline operations by securely building, deploying, and managing AI agents and solutions at scale with Airia.
In short, this company was founded in 2023 in United States. It has grown by 588% and currently has 133 employees. It also focuses on the Software industry, specializing in SaaS."
387779,196,MoonPay,Miami,United States,466,385,21.03,2018.0,757000000.0,Fintech,883,3400000000.0,Financial,"MoonPay offers a fast and simple way to buy and sell cryptocurrencies. Buy crypto with credit card, bank transfers, Apple Pay, PayPal and more.
In short, this company was founded in 2018 in United States. It has grown by 21% and currently has 466 employees. This company has raised $757,000,000 so far. It also focuses on the Financial industry, specializing in Fintech."
891008,197,axio finance,Bangalore,India,544,478,13.81,2013.0,,Finance,881,,Financial,"axio, formerly Capital Float, is a consumer finance company offering pay later, credit and personal finance management under one seamless brand experience. On a mission to make credit worthy for all, axio leverages technology to deliver innovative financial products to millions of individuals across the country, including vast sections of traditionally under-served consumers.

axio is the brand name of CapFloat Financial Services Private Limited, a Non-Banking Finance Company (NBFC) registered with the Reserve Bank of India. The company has raised funding from marquee investors such as Elevation Capital (formerly SAIF Partners), Sequoia India, Lightrock, Creation Investments Capital Management LLC, Ribbit Capital, and Amazon.
In short, this company was founded in 2013 in India. It has grown by 13% and currently has 544 employees. It also focuses on the Financial industry, specializing in Finance."
